userName,content,score,at
Pengguna Google,"Tolong dong jangan sedikit-sedikit server bermasalah, saya mau isi kuota jadi susah tau gak??!! Kuota tinggal dikit lagi abis masanya, malah server bermasalah. Yang bener aja lah lu semua",2,2025-02-28 19:56:30
Pengguna Google,"Untuk sekarang udah bagus By u tapi tolong dong benerin lagi server nya sering gabisa login atau gangguan jaringan, tolong banget min soalnya pas mau beli kuota sering gangguan",4,2025-03-05 09:37:51
Pengguna Google,Aplikasi t41 gajelass bgt aplikasi eror bukannya cepet di perbaiki malah ttep gabisa dipake saya beli kuota belum masuk ga ada tanggapan dri adminnya gajelas bgt susah buat komplain admin pada turu gada respon..mending PINDAH PROVIDER LAIN AJA DARIPADA PAKE BY.U GAJELASS!!!!,1,2025-03-01 09:25:12
Pengguna Google,"Kecewa, pulsa yang diisi terpotong sedikit demi sedikit, saat melihat transaksi terakhir, tidak tercantum apapun, kosong, kalau begini terus pengguna akan dirugikan.",1,2025-02-23 20:58:14
Pengguna Google,"By.u kenapa ya?? Sering banget waktu saya mau beli kouta ada aja error, bahkan sampe disuruh login ulang. Tolong pihak by.u perbaiki bug ini... makasih....",1,2025-02-28 20:23:12
Pengguna Google,"untuk aplikasi ckup bagus dan sangat membantu, meskipun agak lelet,kalau boleh kasih saran tambahin kuota yg khusus untuk buka game,,, biar beli kuota tidak terlalu boros,,,trima kasih",5,2025-03-11 11:43:44
Pengguna Google,"jangan pernag pakai buy.u ,pelayanan nihil 0 besar ,sangat mengecewakan ,aplikasi selalu gangguan setiap saat ,sama juga dengan jaringannya ,overaall jelek sekali tidak disarankan memakai buy u",1,2025-03-03 13:41:43
Pengguna Google,"Ini kenapa ya masak aku isi paket data lewat M-BCA udah bener dan udar terbayar tapi apk by.U tagihan belum terlunasi, tapi di M-BCA udah terbayar dan ada resinya, tolong by.U kasih solusi 🙏",1,2025-03-07 08:50:52
Pengguna Google,"bagus, hampir 4 thun pke. tpi, kli ini tiba-tiba harus login lagi. udah gtu di suruh coba lagi, jaringan juga lagi bagus kok. makin ke sini kok makin bikin kesel? tlong di perbaiki lagi 😀",3,2025-02-28 18:47:17
Pengguna Google,"Orang mau pake aplikasi koq dibikin ribet ya, sudah aktivasi/ registrasi via sms jadi, pas pake apk nya diminta aktivasi lagi, eh diturutin ga jadi pula",2,2025-03-10 07:21:23
Pengguna Google,Aplikasi sering eror. Gangguan sistem lah apa lah. Sangat tidak nyaman digunakan bila butuh dalam keadaan darurat.,1,2025-03-05 15:03:28
Pengguna Google,"Hati -hati saya melakukan transaksi pembelian paket kuota dengan melakukan pembayaran di gerai alfamart,tetapi paket tidak diterima,uang nominal kecil saja sudah di ambil bagaimana dengan nominal besar ? Provider terburuk di indonesia sudah bayar ,paket kuotanya tidak ada tidak diterima. Providerbyu brengsek uang sedikit saja masih di ambil tanpa ada tanggung jawab",1,2025-03-19 04:28:47
Pengguna Google,"Tolong dong hadiah penukaran coinnya di perbaharui, Di tampilannya tersedia sekalinya di tukerin gak bisa gimana sih , percuma koin banyak kalo gak bisa di tuker , ini buat kenyamanan pelanggan juga tolong di perhatikan",1,2025-03-03 20:04:16
Pengguna Google,"kacaw parah bangett jaringan sama aplikasi nya,masa udah login pas keluar aplikasi malah disuruh login ulang,teruss ngelagg parahh yaa allahh😭😭😭😭,tolong dong mimin by.u perbaiki kendala nyaa😭😭😭 saya hampir emosi tauu sama jaringan sama aplikasi nya min🥹🥹🥹",1,2025-02-28 22:04:21
Pengguna Google,"yg bner lah operator , tbtb pas buka apk disuruh login ulang maksud nya apa coba ? pas login pake no by.u , masalah server lah . gimana tuh operator nya , kasihan para pengguna nih",1,2025-03-05 18:34:51
Pengguna Google,"by.u makin sini makin lemot dan banyak error nya, ayo dong perbaikin sistemnya kita lebih butuh yang sat set dan ga nge lag daripada banyak fitur tapi ngelag mulu",1,2025-02-28 19:17:35
Pengguna Google,"Tolong kekuatan jaringan diperbaiki, Terutama dalam penggunaan gaming itu sangat menggangu dan lemah.",2,2025-03-06 22:11:13
Pengguna Google,"Apa apaan. Setiap mau beli kuota pasti ""ada yang salah"" ""ada kendala"" bla bla. Sumpah. Mana sering ilang sinyal. Kenapa dah? Tiap bulan begitu. Bukannya makin bagus malah makin ngelag. Payah",1,2025-02-28 09:20:31
Pengguna Google,"Sinyalnya makin ancur, makin ga stabil. Dengan slogan gak gitu gitu aja, memang bener. Sinyalnya juga gak gitu gitu aja. Sinyak bagus jarang, sinyal jelek sering",1,2025-03-09 11:05:00
Pengguna Google,Berhasil transaksi pembelian Esim namun pada aplikasi tidak ada menu aktivasi/masukkan NIK sehingga tidak ada barcode dan nomor belum bisa digunakan mohon solusi.,1,2025-03-07 20:53:46
Pengguna Google,"Semua sudah bagus.. kalau bisa di buat lebih smooth lagi aja aplikasinya, kasihan bagi pengguna hp spesifikasi rendah.",4,2025-03-19 00:33:08
Pengguna Google,"makasih buat by.u udah ngasih harga kuota yang terjangkau, walau kadang suka ilang tiba"" sinyal nya tapi balik lagi sama harga yang udah dikasih hehee, makasii yaa admin by.u dan lainnya.😗",5,2025-03-01 03:04:46
Pengguna Google,"haloo by u, sebenrnya saya suka pakai kartu by u dan nyaman juga, internet lancar dan masa aktif selamanya tapi yang kurang disaat saya mau beli kuota atau pulsa di apk by u kadang suka ga ngerespon servernya, tolong diperbaiki servernya kadang saya suka susah buat beli kuotanya karena menolak akses terus, tolong by u segera diperbaiki supaya customer yang lainnya jadi betah pakai jaringan by u",3,2025-02-28 20:27:31
Pengguna Google,"Saya kecewa karena saat saya ingin masuk ke aplikasi muncul notif ""oops ada kesalahan server"" jadi males rasa nya ,padahal pas download aplikasi ini masih aman aja, tolong di benerin",1,2025-02-28 18:41:58
Pengguna Google,Beli kuota belum masuk tidak ada rasa sama sekali untuk membantu respon admin lama ribet dengan fitur komplain sampe sekarang kuota saya belum masuk ditunggu dari pagi sampe sore aplikasi masih error terus parah,1,2025-03-07 17:54:34
Pengguna Google,"By. U udah parah, kemarin saya udah beli kuota 20 gb 45k , tp belum masuk kuota nya padahal transaksi berhasil. Laporkan ke cs semalaman belum ada respon, tolong lah direspon.",1,2025-03-01 08:03:48
Pengguna Google,"Aplikasi bermasalah dari jam 11 malam sampai sekarang. Saya mau transaksi kuota, Layanan selalu dalam pemeliharaan sistem. Mau sampai kapan pakai Hostpot kawan ini ?",1,2025-03-18 02:32:26
Pengguna Google,"Ok sih kartunya, tapi masalahnya ada di jaringannya itu. Masa harus nonaktifin kartunya dulu terus aktifin lagi, baru bisa balik kayak semula.",3,2025-03-08 07:37:03
Pengguna Google,"Sering eror, pulsa sering kepotong, pas udah beli pulsa mau beli paket data di aplikasi, eh tiba² update, kan lg mau beli quota, gabisa update lah,",1,2025-03-30 00:38:25
Pengguna Google,Wah... bagai mana ni kartu by.u ? Saya sudah isi kuota Rp 151.000 tapi saldo kuotanya tidak masuk dan disaat komplain tidak direspon lagi oleh operator. Kalau kayak gini karut bayu payah.,3,2025-03-09 09:34:42
Pengguna Google,Ini kenapa dah aplikasinya makin bapuk aja! Padahal baru di update Tiap buka aplikasi kendala server Mulu tulisannya! Mau beli paket data kendala server keluar sendiri aplikasinya!,1,2025-02-28 12:10:40
Pengguna Google,"Jelek apk nya, masa gak bisa di buka gara gara pakai data provider lain, pakai wifi pun saya gak bisa di buka, saya mau tukar poin di apk byu jadi gak bisa 🤦‍♂️🤦‍♂️",1,2025-02-28 16:09:20
Pengguna Google,"Ini aplikasi sering banget server error bingung banget, mau langganan kuota/apapun itu selalu server error mengecewakan!",1,2025-02-28 10:38:07
Pengguna Google,Operator tolong ini kenapa setiap saya mengisi pulsa. Pulsa saya selalu hilang sebagian padahal saya belum membeli kuota. Jadi untuk kedepannya tolong di perbaiki,1,2025-03-06 14:39:52
Pengguna Google,"Hati-hati pake perdana ini, pulsa anda akan disedot, data paket masih ada, Roaming datan sudah di nonaktifkan masih saja ke sedot, bayangin aja lu sedot belasn ribut tiap penggunaan, kalai berapa juta pengguna di se indonesia.",1,2025-03-12 17:07:38
Pengguna Google,aplikasi yang sangat sangat buruk sekali..... bayar pakai shopee pay udak berhasil dan saldo shopee pay berkurang tapi kuota tidak masuk dan di aplikasi by.U dinyatakan gagal,1,2025-03-07 09:03:23
Pengguna Google,"sinyal bobrok, kuota yg murah sama mahal sinyalnya ancur banget, dalem rumah cuma 1 batang, diluar rumah full sinyal tapi malah tambah jelek, dibuat nonton malah buffering",1,2025-04-16 22:45:55
Pengguna Google,Parah jaringan bagus tapi nggak bisa buka aplikasi malah eror terus ini kuota baru beli dan masih banyak tapi kenapa nggak bisa buka aplikasi parah sih!,1,2025-02-28 18:50:13
Pengguna Google,"kartu ga konsisten, kalo ngelag ngelag banget kalo bagus bagus banget, tingkatin lagi kalo gini terus bisa bisa pada pindah kartu",1,2025-03-12 01:26:25
Pengguna Google,"Makin kesini signalnya makin kyk digoa, gk ada bagus² nya kecewa bgt pake by u. Awal doank pertama make signal bagus lama², hilang²an signalnya",1,2025-03-04 09:54:00
Pengguna Google,"sumpah by u apa banget, buka aplikasi rasanya berat banget, terus sinyal kadang ilang ilang, perlu di perbaiki si sebelum pada ganti provider",1,2025-02-28 12:18:42
Pengguna Google,saya udah langganan pakai by u Uda 2 tahun tapi kenapa semakin kesini sinyal nya semakin jelek Sampek main ff 999+ bikin rank tusun.minta tolong kedepan nya di perbaiki terimakasih,2,2025-04-03 15:41:12
Pengguna Google,4 bintang dulu kadang jaringan nya ngadat.. kadang bagus belum merata.. klo hujan nangis ... sinyal nya,4,2025-04-27 22:50:00
Pengguna Google,"Ga bisa masuk ke halaman aplikasi kak , mau chat live ya ga bisa , ini aja barusan nyoba masuk malah keluar sendiri, masuk lagi sendiri dan berulang2 ,",1,2025-03-07 04:59:37
Pengguna Google,"Di kampung biasa pakai yang 7GB 15rb ada juga yang 3GB 10rb. Eh ke kota kok mahal parah? Adanya paket nagih, duabest yang mahal parah. Besok berhebti aja pakai nih kartu.",1,2025-03-25 20:26:37
Pengguna Google,aplikasi sangat mudah untuk pembelian paket data ga perlu repot keluar ke konter2 harga lebih murah,5,2025-05-03 08:16:53
Pengguna Google,"Saya pengguna byu Sangat2 Kecewa Dengan Kualitas jaringan Yang ngelag atau pun Kartu yang Slalu Hilang3 jaringan y 🤬Bagi produsen Bantu lah hal seperti ini Bnyak dari pihak telkom tidak terlalu pro terhadap byu, jadi keluh kesah kami sebagai pengguna byu Terasa tidak ada tempat pengaduan 😤",1,2025-03-23 09:23:08
Pengguna Google,"Terjadi kesalahan. Jangan panik, mohon tunggu sebentar dan kamu akan bisa kembali menikmati pengalaman telekomunikasi terbaik",2,2025-05-07 10:21:04
Pengguna Google,over all bagus sya penguna by.u hampir 4 tahun baru sekarang ada masalah tentang kouta. chat admin di applikasi malah sabar² doang nunggu hampir 4 jam respon lelet bikin aktivitas terganggu,3,2025-03-27 21:28:12
Pengguna Google,"dari segi branding, UI, pilihan promo / kuotanya bener bener menarik, pake by.U uda masuk 4 th, tapi sayang bgt nih dari segi sinyal yang terjadi error, mulai dari sinyal ilang, full tapi lemot, padahal saya sendiri tinggal di deket area yang banyak tower, sayang bgt kalo hal minor kaya gini dari dulu masih blm ada perbaikan, tolong di notice dan perbaikin ya!.",3,2025-05-02 14:29:50
Pengguna Google,"bagus jaringannya murah jg, tp kadang tb"" ngelag gabisa buat internetan pdhl ada sinyalnya tp ok si",4,2025-05-09 20:35:12
Pengguna Google,baru bgt pake by.u sinyalnya jelek byk ngeleg . kalo buka apk susah ga ada jaringan muluuuuu . maaf yaaaaaaaa 🫠,2,2025-04-23 10:57:03
Pengguna Google,pengalaman saya menggunakan by.u sangat menyenangkan dan paketnya murah banget..,5,2025-04-30 09:23:09
Pengguna Google,"satu satunya yang saya suka adalah promonya. kalo harganya mahal, mungkin saya akan beralih ke provider lain.",5,2025-05-05 21:12:48
Pengguna Google,"murah si murah, jaringan nya jelek,tolong benerin ya,dan satu lagi pas mau main game di app nya gak bisa bisa",2,2025-04-22 10:00:29
Pengguna Google,semoga jaringan semakin di tingkatin. terkadang suka hilang sinyal dan loading lama,4,2025-05-17 07:12:53
Pengguna Google,pas di awal2 make enak banget. sekarang sering GK ada sinyal hadehhhh perbaiki koneksinya lah by.U,4,2025-04-27 21:56:52
Pengguna Google,By U gak punya call cantre yg bisa di hubungi jika terjadi gangguan layanan sepwrti signal. lewat cat tidak pernah direspon,1,2025-04-27 07:19:01
Pengguna Google,harga murah tetapi sinyal sangat lag dan kadang sering Masa aktif habis padahal Masih lama dan kuota masih banyak,1,2025-04-26 23:10:50
Pengguna Google,"suka gak bisa masuk aplikasi, beli kuota tidak masuk hanya sudah terbayar tapi kuota tidak aktif",3,2025-04-28 21:57:14
Pengguna Google,tolong di perbaiki dong...isi paket internet kok makin susah sih ...kode verifikasi lama banget masuk nya hadehhh ..makin jengkel lama²,1,2025-05-01 02:05:42
Pengguna Google,kenapa pas mau byr selalu ga bisa???masuk keranjang trus pas di co ga BS lanjut beli..padahal udah pke yg terbaru,1,2025-04-26 04:18:58
Pengguna Google,"aplikasi apaan size 1gb+, tokped yg gede aja gk sampe 500mb. edit 2 mei 2025: bjir abis install ulang, size jadi 120mb doang... entah efek update/fitur tambahan di dalemnya yg bikin bengkak",3,2025-05-02 11:56:37
Pengguna Google,awalnya pakai by u tuh enak banget jaringan yaa tapi kenapa sekarang sering banget ngeleg yaaa.saya jadi radak susah untuk mengerjakan tugas jadinya,4,2025-05-07 07:30:07
Pengguna Google,Kualitas jarngan menurun 3 kali lipat . Jngn takut menaikan harga . Mahal sdkit tidak papa . Asal kualitas jaringan masih sprti dlu . Saya tahu pngguna sdh bnyk . Maka dari it lebih meningkatkan kulitas dari pada mementingkan hrga ekonomis . Jauh lebih baik . Dri pada kehilangan pelanggan karena jaringan yg jelek . sumpah jaringan lu di tgl 1 mei 2025 ini makin buruk . main ML pun gk sanggup .,1,2025-05-01 15:32:48
Pengguna Google,"untuk promo nya bagus tapi buat main ml suka ngeleg padahal sinyal full gatau masalah nya di mana nya, jaringan nya lemot",3,2025-05-02 21:00:22
Pengguna Google,"beli pulsa dan paket beberapa kali masalah,yang terkhir lebih parah laporan berhasil dan ada sms pembelian pulsa berhasil taapi pulsa tidak ada yang masuk,kapok ahh",1,2025-04-24 02:34:25
Pengguna Google,"sinyal bagus, harga kuota murah. sayang aplikasinya itu loh, sering bgt ngebug",5,2025-05-02 18:05:59
Pengguna Google,telkomsel by.U memang the best dan tidak menguras kantong untuk pembelian paket datanya. jangan dinaikkan lagi tetap dipertahankan,5,2025-04-30 07:50:45
Pengguna Google,dulu pas beli kartu pake akun facebook tapi begitu mau aktivasi pake akun facebook tidak tersedia lagi alhasil 35 ribu terbuang sia-sia,1,2025-05-07 21:32:37
Pengguna Google,nyesel gw beli b.yu jaringan bagus tapi server suka down lagi asik asik main game jaringan ilang 😭😭😭😭😭😭 tolong di perbaiki ya🙏,1,2025-04-25 17:15:13
Pengguna Google,Saya pakai sejak kartu baru tidak pernah muncul sinyal. semua petunjuk sudah saya lakukan hasile tetep nihil. hubungi cs tpi laporan tidak segera ditindak lanjuti,1,2025-04-23 12:15:02
Pengguna Google,Aplikasi gak jelas saya mau beli e sim loading terus padahal jaringan lancar tetep aja loading gimana saya mau beli kalo gini,1,2025-04-22 02:07:25
Pengguna Google,"signal dimana mana bagus, promo murah murah, byu selalu jadi langganan akuuu. love uuuu",5,2025-04-30 22:41:01
Pengguna Google,"Sinyal jelek, kuota sih iya murah, tp g ad sinyal mending pake wifi aja lah, jgn pake by. U",1,2025-05-02 14:30:09
Pengguna Google,by u emang murah sesuai dengan jaringannya kadang kadang hilang lelet pokoknya gak cocok untuk orang main game,2,2025-05-16 19:37:25
Pengguna Google,tolong diperbaiki lagi kuwalitas signalnya sering ilang ilang terus kalau tidak mau ganti profaider lain,3,2025-05-04 14:23:36
Pengguna Google,"bagus produknya ga pake masa tenggang segala, harga paket jg murah meriah. mantap...",5,2025-04-30 15:26:32
Pengguna Google,kalo bisa sinyalnya di perkuat dan pas buka aplikasi aga lama tolong perbaiki,5,2025-04-26 10:21:35
Pengguna Google,"Pembelian kartu sudah seminggu belum dikirim-kirim, mohon ini pelayanannya bagaimana ya? estimasi 2-4 hari tapi sudah seminggu statusnya masih in progress",1,2025-04-23 13:34:14
Pengguna Google,"scroll sosmed doang oke, tapi ga recommend buat main game karena super ngelag parah, jaringan ilang, ping 500+",1,2025-04-26 08:56:24
Pengguna Google,jaringan kuat dngan kemudahan juga kwalitas yg luar biasa juga harga yang sangat ekonomis,5,2025-05-05 05:24:41
Pengguna Google,ini kenapa jadi gak bisa dibuka APK setelah update dan jadi tidak compatable di hp saya. padahal sebelumnya berfungsi normal,2,2025-05-07 06:16:03
Pengguna Google,"Beli kartu yg kedua kalinya, lama banget. Beda sama yg pertama kali beli itu sekitar 3 harian, ini udh mau seminggu masih belum ada",3,2025-05-12 07:12:13
Pengguna Google,aplikasi nya bagus! tapi suka error... tolong di perbaikinya,5,2025-04-24 17:27:57
Pengguna Google,sering kluar sndri aplikasinya skrng. tlong dperbaiki. susah jadi ya mau liat sisa kuota,3,2025-05-14 11:26:21
Pengguna Google,aplikasi ga bisa di buka mental keluar sndiri padahal udah di hapus download ulang tetep gak bisa,2,2025-04-30 19:46:24
Pengguna Google,tambahin lebih banyak promo kuota kaget sekaget kagetnya by.U luar biasa..!!!,5,2025-05-12 21:47:17
Pengguna Google,"kartu bapuk, sinyal lelet parah giliran mati lampu ilang sinyal nya., semakin hari semakin lelet jaringan internet",1,2025-05-06 19:20:56
Pengguna Google,baru pertama x lihat kartu by.u d konter ĺangsg saya beli dan teryàta bagus sinyal y murah muarah lg harga paket y yang bikin menarik ...dan gàmpañg di dpt d conter2,5,2025-04-27 20:06:06
Pengguna Google,"saya konsumen dari tahun 2020 tpi setiap ngisi paket data cepat sekali habis nya, pemakaian hanya wa itu pun di luar aja,",1,2025-05-15 17:35:47
Pengguna Google,ini kenapa setiap di buka pasti langsung keluar lagi/aplikasi berhenti gitu aja trus udah 3 hari,4,2025-05-02 20:02:55
Pengguna Google,baru hari ini mau OTP tidak bisa dan sudah dicoba 7x akhirnya gagal tidak muncul sms kode OTP,2,2025-05-20 08:58:18
Pengguna Google,"kelebihan mudah dan murah isi kuota, kekurangan nya harus isi pulsa untuk buka facebook",5,2025-05-11 17:50:59
Pengguna Google,"jaringan jelekkk, setiap jam 7 malam sampai pagi jam 8 jaringan nya dropp parahh, padahal tidak tinggal di daerah kecil",1,2025-05-01 21:56:44
Pengguna Google,"2 mbps tidak seperti dulu, hanya 100GB, jadi ganti ke 3 saja 150rb 300GB",1,2025-05-01 13:36:36
Pengguna Google,sangat bagus banget dengan sistem pembelian paketnya sesuai kebutuhan. terimakasi byu,5,2025-05-10 06:04:20
Pengguna Google,"belum berlangganan udah di kecewain, pesan kartu tgl 9 mei 25, setelah komplin kejelasan kartu setelah seminggu tgl 15 mei 25 kemarin baru dikirim, sangat luar biasa sekali, patut di kasi jempol 👎",1,2025-05-16 07:20:58
Pengguna Google,Oi min knp sinyal akhir² ini sinyal nya ngeleg banget tulung lah stress banget aing jadi pengen ganti kartu,2,2025-05-02 22:13:17
Pengguna Google,tambah lagi bonus dan promo nya biar pelanggan anda semakin betah selalu.semoga sukses dan berkah selalu utk by.u🙏🤲,5,2025-04-30 07:07:40
Pengguna Google,"sinyal gajelas, bar di sinyal full 4G tapi ping di game kadang kadang tinggi, ngeselin banget sialan",1,2025-04-28 21:48:49
Pengguna Google,udah berkali-kali login pake no.hp tapi ga dikirim² kode OTPnya gimana mau kebuka coba.,1,2025-05-14 05:43:19
Pengguna Google,aplikasinya bagus dan kartu byu ya saya pakai dari 2019 Alhamdulillah masih saya pakai sampai sekarang 2025 terima kasih byu Indonesia semoga semakin sukses dan jaya terus amin 🤲 terima kasih,5,2025-04-30 20:35:50
Pengguna Google,"kartu provider gajelas dikit dikit sinyal ilang, dikit dikit jaringan mati, menggangu saya melakukan aktivitas aja. tolong diperhatikan lagi jaringannya",2,2025-04-25 18:37:58
Pengguna Google,jaringan by.u udah bagus plus adminnya fast respon dan ramah ngasih saya saran biar kagak lag lagi pas pake by.u,5,2025-05-11 23:30:15
Pengguna Google,"aplikasinya lelet. padahal jaringan bagus, tp mau ambil paket data aja gak bisa2 ganguan mulu",3,2025-05-02 08:25:25
Pengguna Google,"rekomendasi bgt, yg mau pake, pilihan paket banyak, tukar poin juga bisa dapat paket..",5,2025-04-22 17:28:45
Pengguna Google,"caranya aktifin karu by.u lagi gimana min? udah 3tahun gak kepake, dan kalau beli baru sayang banget",3,2025-05-18 12:59:37
Pengguna Google,"pengen nyoba kartu by.u, pas buka aplikasi perangkat anda tidak bisa menggunakan aplikasi by.u 🗿",1,2025-05-09 15:57:00
Pengguna Google,"mantap kuatilats jaringan dan pelayanan sangat mudah, dan bagus mantap",5,2025-05-06 21:54:51
Pengguna Google,sangat bagus dan kl bisa lebih banyak lagi promo paketan internetnya dan yg lebih besar dan murah,5,2025-05-17 21:42:17
Pengguna Google,"gada bedanya Ama Indosat sama² ngelag,masa gk ngelag nya pas dirumah temen kan aneh,udh harganya mahal lagi dapet dikit",1,2025-05-01 18:58:06
Pengguna Google,"sinyal jelek, tiap mau pake aplikasi atau game pasti ngelag, padahal kuota masih banyak.",1,2025-05-18 00:07:32
Pengguna Google,kurang puas kenapa pulsa nya bisa kemakan padahal saya gada idupin data waktu kuota saya habis tolong diperbaiki dong,2,2025-04-27 13:48:00
Pengguna Google,sangat bagus aplikasi nya semoga lebih lancar lagi jaringan nya sukses selalu by.u,5,2025-04-30 21:20:19
Pengguna Google,aplikasi by u tidak bisa terbuka atau support di Android 15..akan tetapi di Android 14 kebawah masih bisa terbuka dan support,2,2025-05-20 00:19:52
Pengguna Google,"sering lelet jaringan nya malahan ada yg hilang jaringannya, gim sudah!!!",1,2025-05-19 11:17:37
Pengguna Google,sangat di sayangkan proses pengaduan sampai 2hri saat pembelian paket data tidak masuk... semoga ke depan bisa di minimalisir waktu permasalahan pembelian paket data yg tidak masuk,4,2025-04-24 11:05:55
Pengguna Google,"hemat, jaringan kuat dan banyak promonya.....saya sudah 5 tahun pakai byU gk ada kendala",5,2025-05-13 17:21:41
Pengguna Google,bgus bngett suka murah murah jdi cinta deh tpi mau tanya yg tau kok bisa tiba tiba pulsa kepotong sendiri biasa nya ngk? ada yg tau knapa bntuin dongg🥲,5,2025-05-07 18:44:42
Pengguna Google,promo promo yang di tawarkan sangat berguna sekali jika di waktu waktu tertentu membutuhkan,5,2025-05-03 07:37:05
Pengguna Google,"di bantu masalah buffering min, tiap mau beli paket buffering lama banget",5,2025-04-25 09:56:31
Pengguna Google,info min. knp ga bisa masuk ke apk nya ya. kluar sendiri trus. jadi ya ga bisa beli kuota nih,2,2025-05-14 19:20:26
Pengguna Google,"sering terjadi masalah, dan jaringan by U sekarang di kota besar jelek buat ngegame",1,2025-05-02 19:18:45
Pengguna Google,"byu sekarang banyak masalahnya udh beli kuota 2x ada masalah mulu padahal dh pake dari 2020, gk ada yg masuk kuotanya",1,2025-04-24 09:56:16
Pengguna Google,tlong di perbaiki kualitas jaringan nya knp byu susah sekali Terima Telpon biasa dari semua nomor PSTN dan Hp tlong dibantu tindak lanjuti Terimakasih,1,2025-05-13 09:47:08
Pengguna Google,sering bug tidak bisa dibuka padahal semua akses sudah di ijinkan,1,2025-05-12 14:48:26
Pengguna Google,jaringan nya di benerin lagi bang. masa sering tidak ada internet. padahal kuota masih banyak.,1,2025-05-15 09:28:19
Pengguna Google,"lambat banget pas buka aplikasi, malah 80% ga kebuka, tolong perbaiki.",3,2025-04-27 20:31:06
Pengguna Google,"jadi sudah registrasi, aplikasi jadi lambat banget juga gajelas nih byu kelamaan jadi rusak",1,2025-05-12 20:11:29
Pengguna Google,Baru pertama download dan pakai By.U semoga aja cocok sama paket paket nya dan banyaj benefit nya semoga hehe,5,2025-04-27 06:13:33
Pengguna Google,"sangat nyaman bagus dan cocok ,bisa buat tukar paket pakai coin",5,2025-05-08 19:57:22
Pengguna Google,"jelek, mahal doang jaringan kek kartu murah, burik di jakarta gak ada jaringan, gk recomended mending im3 dri pd ini",1,2025-05-19 23:24:05
Pengguna Google,"padhl dulu by.u bagus, tapi sekarang ko banyak eror nya, muali dari jaringan sama aplikasi nya",2,2025-05-12 07:32:48
Pengguna Google,"Mohon diperbaiki lagi jaringannya, masa ada hujan bentar jaringan langsung drop parah, lama lagi",2,2025-05-15 14:50:02
Pengguna Google,"sangat bermanfaat dan membantu, harga paket ramah di kantong, tanpa masa tenggang",5,2025-04-26 16:48:13
Pengguna Google,saya Uda bertahun tahun langganan untuk kuota unlimited 2 Mbps namun kenapa kok sekarang ada fup nya 100Gb atau batas penggunaan Wajar,3,2025-05-14 20:56:12
Pengguna Google,udh dri 2020 pake by.u dan happy bgt dengan kualitas jaringan nya. Terutama paketannya juga murmer bet best sii dri pada provider lainnya 🫵🏻,5,2025-04-29 08:04:03
Pengguna Google,makin lama makin jelek sinyalnya. saya kira jelek karena kuota mau habis ternyata sudah diisipun sama aja.,1,2025-05-10 23:30:18
Pengguna Google,"mohon untuk perbaikan jaringan didaerah sini, karena kualitas jaringan semakin kurang baik.",3,2025-04-24 19:26:08
Pengguna Google,"Provider bagus, internet lancar, harga paket terjangkau. Cuman aplikasi nya yang masih perlu di optimalkan.",4,2025-03-19 19:21:30
Pengguna Google,"kak gmn ini by.u nya tiba² ke log out paksa, dan mau coba masuk lagi tapi kodenya gk mau masuk pls gmn ini caranya kak",3,2025-04-23 17:32:08
Pengguna Google,"maaf tidak bisa masuk, pas mau masuk suka berhenti sendiri apk y.. mohon penjelasannya",1,2025-04-23 06:54:38
Pengguna Google,"knpa hrus ada batas pengguna? gmna yg kita irt suka internet aja krn bosan, beli unlimited buat sebulan tapi blum sebulan udh di batesin udh gk visa di pake internet nya rugi klo bgini. tolong dong by u carikan solusinya supaya msih ttp pke kartu by u",1,2025-05-04 18:58:28
Pengguna Google,"kecewa dengan jaringannya, sdh setting apn tp tetep aja ga ada bedanya",1,2025-05-08 03:31:05
Pengguna Google,"sinyal sangat bagus dan kuat di manapun,plus harga utk beli data berfariasi",5,2025-05-06 18:03:42
Pengguna Google,"aplikasi susah, mahal, lebih murah tree tapi jaringan tidak stabil",1,2025-04-22 15:24:57
Pengguna Google,"NGESELIN BYU, LEBIH KE A.SU. PERCUMA KALAU KUOTA GK BISA DIPAKAI KARENA JARINGAN JELEK BGT GA JELAS, PINDAH KE KOTA SEBELAH 1 J AJA LANGSUNG GK BISA KONEK SAMA SEKALI, SETTING APN GK GUNA, EMANG JARINGANNYA JELEK BGT, KEBANYAKAN KUOTA YG EXPIRED!!!!! aplikasinya jg ngeselin, sdh daftar,sh d tanya cookie, d tanya email LG, padahal sudah verifikasi no hp, kan ngeselin!!! PERCUMA KOMPLAIN KARENA AI!!! Sampai menghilangkan masa AKTIF, tapi tetap hangus karena GK WORTH D PASANG D HP! A.SU BY.U, BYE",1,2025-05-19 18:35:47
Pengguna Google,mengisi pulsa dan kuota dengan mudah dimana pun berada..di luar negeri maupun dalam negeri..,5,2025-04-26 09:57:44
Pengguna Google,sinyal nya kurang bagus... tidak seperti Telkomsel... tapi paket data nya super murah,3,2025-05-15 20:02:18
Pengguna Google,kartu aneh beli perdana ada 3gb gk bisa di pake..di isi lage paketan 7gb tetep kaga bisa di pake,1,2025-04-28 20:36:09
Pengguna Google,"makin jelek aja ini sinyal, percuma dikomplain gaada perbaikan sama sekali",1,2025-05-10 15:06:36
Pengguna Google,"aku beli simcard online melalui aplikasi, sudah melakukan pembayaran, id pemesanan juga ada, tapi status pengiriman in progres mulu ya? sudah seminggu, apakah ada kendala?",4,2025-04-23 08:27:03
