text,topic,probability,topic_label
beberapa bulan user byu akhirakhir jaringan sering drop g h bahkan terkadang lost connect sama sekali lah tingkatkan menggangu gaming pilihan kuota terbaru unlimited mbps second actually gak sampe mbps paling mentok kbps alias lemot sepertinya lama memakai byu apabila terus,3,0.3056552496885998,3_mbps_unlimited_fup_kbps
katanya target pasar milenial pasang aplikasinya dibatas minimal marshmellow terus paketnya mahal mending provider sebelah murah pas promo doang pilihan paketnya sedikit banget lebih sayang sama hp beta disappointed surprised,-1,0.11877130324156739,-1_jaringan_kuota_sinyal_yg
aplikasinya udah lumayan bagus banyak menu cara pembayanran jadi memudah kan penggunanya cuman akhir menemu kan tampilan huruf tiba membesar bug bukan tap selebihnya bagus terima kasih byu,4,0.10926402250081445,4_mudah_harga_bagus_murah
g perubahan sinyal lag banget sampe jam tibatiba sinyal ilang kesel banget sumpah udah restart hp ubah sinyal gsm sama yg bikin tambah kesel solusi mungkin pindah provider lebih baik sedikit mahal sinyal ga selangseling ilang kayak byu mau konsul ig buat apa coba,2,0.49014501344986555,2_sinyal_sinyalnya_ilang_hilang
sinyal byu cilandak cipete selatan seminggu jelek sekali apa perbaikan cuma batang sinyal g kadang h paling parah edge padahal tak cek pake speed rest tangerang solo tempat sinyal normal segera atasi dong udah make byu tahun trobel paling parah semingguan sinyal jelek banget,2,1.0,2_sinyal_sinyalnya_ilang_hilang
mau topup pulsa uninstall install ulang aplikasi dulu baru login error login sering terjadi mohon diperbaiki kasihan marketing promo ngajak konsumen pindah byu ternyata masuk aplikasinya sering error thanks,-1,0.12122534902917328,-1_jaringan_kuota_sinyal_yg
sinyal terus drop sisa tinggal bar g bar h pling kenceng cuma kb padahal sumpah jaringan termurah terkencang stabil skrg cuman pusat kota bandung ngacir pinggiran kota bandung udh mulai ilang g ny apn setting jaringan lte kadang pindah wcdma ttep paraahh,2,0.6025469415264586,2_sinyal_sinyalnya_ilang_hilang
giliran pake jaringan byu speednya asli parah kuota gede sih tp buffering terus buka aplikasi ringan lemot ig youtube sama buffering katanya sinyal g yg teruji kenceng nyatanya lelet lbh parah dr g klo kaya gini malah bikin boros baterai hp padahal pagi full siang udah lowbat kayaknya lebih mending pake kartu tri walaupun pake kuota bonus tetepi internetnya tetep stabil,5,0.15529354956038657,5_youtube_nonton_instagram_topping
rate aplikasi penilaian providernya dulu sih pas awal keluar byu keren pake terus krna murah sinyal stabil skrg skrg g alasan utk pake byu harganya bersaing kemahalan udah skrg g kaya dulu sinyalnya brother aneh bgt udah mahal sinyal gajelas bye byu,-1,0.053854617449774794,-1_jaringan_kuota_sinyal_yg
lumayan harga kuotanya masuk akal tdk saudara tuanya telkomsel mahal kuota tdk berubah terlebih kuota unlimitednya yg rb asli tdk telkomsel yg batasi pengunaannya apli tertentu unlimited lebih pilih byu soal sinyal harap perbaiki kadang hilang tiba aplikasi jangan terlalu banyak update perubahannya minor,-1,0.2625784826375897,-1_jaringan_kuota_sinyal_yg
hari berturutturut sinyal error terus tadi siang e malamnya malah gak sama sekali sinyal bar penuh dipakai internetan chat nindy disarankan perbaharui apn tukar sim sim data onoff mode pesawat hp restart aktifkan pantau jaringan tetap sama sekali gak ngaruh dm ig respon sama gak kelanjutannya gimana buat aktivitasnya selalu butuh internet sangat bikin kesel lama byu gak jelas makin bobrok,-1,0.16655611521213257,-1_jaringan_kuota_sinyal_yg
masalah aplikasi memang kadang kadang kaya loading terus g lama masalah kartu sim jaringan disini bagus soalnya disini telkomsel jaringannya paling bagus overall semuanya bagus tambahin topping byu request aku nih pengen topping skype,-1,0.22634064793951753,-1_jaringan_kuota_sinyal_yg
maaf byu sekarang malah aku kasih bintang ga perubahan sama sekali kamarin gimana mau langganan terus masuk aplikasinya ga udah nyoba mode pesawat pakai wifi mode mulai gaada satu cara masuk aplikasi haduh kecewa berat padahal lama percaya sama b yu,-1,0.052863313975114214,-1_jaringan_kuota_sinyal_yg
maaf rating melakukan panggilan mengirim sms diarahkan setting sesuai settingan bolak balik coba hp sama tiap balik komplain via chat byu yg merespon chat beda ceritakan dr awal lg kendala yg dialami buang waktu,-1,0.03665357870072361,-1_jaringan_kuota_sinyal_yg
maaf kasih bintang satu soalny sesuai yg diinginkan kartu kan apa aktifin data bukan suka paketin lewat blabla gtu tiap buka aplikasi dibuka padahal jaringan full harusnya optimalkan tiap buka aplikasi meskipun paketan jalan mah enggal mohon segera perbaiki,0,0.49212343898691985,0_aplikasi_game_buka_jaringan
byu semakin sini semakin banyak yah permasalahannya koneksi kadangkadang hilang aplikasi sering force close sangat fatal opsi pembayaran via emoney ewallet opsi dana sangat menyusahkan pengguna mengandalkan pembayaran menggunakan emoney ewallet semoga pelanggan mu pindah provider sebelah segera evaluasi byu,-1,0.04908144158036357,-1_jaringan_kuota_sinyal_yg
awalnya jaringan bagus suka sering ilang ilangan bikin kesel pas ngegame jadi bikin badmood padahal informasinya jaringan bagus suka ilang ilangan padahal kota hadeh udah coba airplane mode sama data beberapa waktu baru normal gamenya udah selesai afk report gak main damn,0,0.3900683486792689,0_aplikasi_game_buka_jaringan
maaf kualitas jaringan kerasa banget tambah jelek dulu pas pertama pake byu unlimited mbps udh mantep bgt skrg pake unlim yg mbps rasa lebih lelet dripada mbps jaman pertama pake streaming live shopee gabisa scroll vid instagram loading loading lama kalo tanya kapan kejadian kejadian hari,-1,0.1337658640007772,-1_jaringan_kuota_sinyal_yg
aplikasi aneh berat banget kayanya apa refresh apa gangguan padahal sinyal stabil buat buka yg makin kesini kok jaringan kurang terutama buat main mobile legend sinyal jumping merah terus gapernah stabil match gimana solusinya,2,1.0,2_sinyal_sinyalnya_ilang_hilang
awal pake byu jaringannya bagus bgt eh bbrp tahun kedepan sinyalnya sering bgt ilang gak karuan pdhl udh pake berbagai cara yg jaringannya ubah mode g g ttp jelek sinyal trus mode pesawat selama seharian full besokannya gada sinyal mana belakangan app suka tiba logout sendiri trus pas mau login gabisa kinerja byu tahun ketahun bukannya makin bagus malah semakin memburuk,-1,0.3207061757086399,-1_jaringan_kuota_sinyal_yg
sih byu kalo mau buka aplikasi susah terkadang update dulu udah restart hp kaga solusi tuh perbaiki aplikasinya bukan suruh restart hp mode pesawat terlebih mau cek kuota isi kuota terus gimana dah lama pake byu permasalahanya sama sering susah masuk aplikasinya update kadang jg susah provider baik kureng banget ngatasin keluhan customernya mohon perhatikan masukan kritikan customer thanks,6,0.10080277869988065,6_tetep_udh_gabisa_bener
dah lah males aku nunggu beli unlimited k kecepatan mbps buat main game sinyal langsung merah langsung sinyal mendadak h keluar game normal lihat youtube p masi lancar dinaikkan justru malah full buffering,5,0.14240714397519103,5_youtube_nonton_instagram_topping
bertahun tahun pakai byu dulu aman lancar sekarang jaringan jadi kurang stabil beli kuota double dinomer byu yg berbeda ternyata sama jaringannya jadi susah digunakan sekarang diperbaiki dulu,0,0.49688678972614275,0_aplikasi_game_buka_jaringan
melakukan pembayaran transaksi namu sekarang hasil pembayarannya masuk sekarang halaman aplikasi menunggu pembayaran penjelasannya min edited permasalahannya diselesaikan pihak byu lumayan terkesan penanganannya slow respond semoga kedepan lebih baik pelayanannya,1,1.0,1_kartu_pembayaran_beli_sim
semenjak lemot buka app lama bgt jadi susah mau ngisi kuota diperbaiki minimal kalo susah buka aplikasi fasilitas disamakan aplikasi krn aplikasi susah banget dibuka mana akhir akhir suka logout sendiri sekalinya kebuka tiap mau buka aplikasi restart hp dulu padahal situasi lg genting mana gue udh pd banget ngajak temen pake byu taunya sinyal make taun malah makin buruk kali yg terburuk dr yg terburuk,0,0.4813491774478567,0_aplikasi_game_buka_jaringan
banyak kedala soal isi pulsa konter kadang suka lambat masuk gangguan sama kuota toping kadang kepake malah kuota data bukan toping data habis baru toping pakai update memiliki kendala udah pakai u udah tahun tp gitu gitu kendala,-1,0.0601441282123591,-1_jaringan_kuota_sinyal_yg
hmm kecewa sih pas download pesan kartu beli data toping kuota toping gb penjelasan kalau kuota viu yg dipikiran kuota biasa dong eh pas udh aktif kartunya baru ketahuan ternyata kuota toping gbnya viu hehe trik pemasaran yg cukup mengelabui,-1,0.13041929447384745,-1_jaringan_kuota_sinyal_yg
nilai aplikasinya byu kuota topping digunakan membuat laporan minggu masalah terpecahkan malah ditutup dong rugi belinya mana sinyal jelek klo gk diperbaiki masalahnya ganti rugilah pake kuota biasa yg seharga kuota toppingnya kecewa parah klo ge balikin nih kartu byu,-1,0.060338384798473414,-1_jaringan_kuota_sinyal_yg
parah sekali kartu lemot ampun semua saran dicoba mulai air plane mode ganti jaringan g pakai apn byu restart hp terakhir chat si nindy apa jangan si nindy almarhum kali,-1,0.3318956929991134,-1_jaringan_kuota_sinyal_yg
tinggal nunggu paketan hbs stlh ga bakal make lg jaringannya terlalu parah banget masa iya jaringan lancar berulangulang kali mode pesawat dulu hbs gt nyalain lg itupun ga smp menit lemot bahkan jaringan g berganti jd e,0,0.45978775511325914,0_aplikasi_game_buka_jaringan
gilaaa beli paket data indomart udah berhasil tp detik eh ga masuk cs suruh hapus data restart hp cek berkala tp nol ga masuk bahkan cek transaksi blm nongol suami beli waktu sama eh malah kan aneh trs klo sampe lewat batas waktu paket sy blm masuk apa uang pembelian dikembalikan sangat kecewaaaa,1,0.29189888360284755,1_kartu_pembayaran_beli_sim
kok byu sering hilang sinyal jam siang jam kerja istirahat kebutuhan kerja tiba ilang sinyal paling parah pas malam mau rehat refreshing game sering hilang sinyal keselkan bulan terjadi hari terjadi hilang sinyal kondisi kota loh bukan desa yg aksesnya susah nyari sinyal byu kan bagian telkomsel kecewa,2,0.505417993718504,2_sinyal_sinyalnya_ilang_hilang
pindah liveon byu berharap lebih baik malah makin buruk sinyal ababil game sering terjadi reconnect nonton reels fb ig sering buffering kirain data habis ternyata mssih tersisa banyak download update apps kadang cepet kadang lemot dipakai gmaps nunggu lebih menit baru ride dibenahi tkp bantarbolang pemalang jateng,-1,0.04359922859864915,-1_jaringan_kuota_sinyal_yg
mulai beralih kartu byu internetan semakin puas cocok buat ol jam cuman ad kurangnya pembelian pulsa isi ulangnya market pembelian konter konter tingkatkan penjualan pulsa konter konter kasih bintang dulu kalo sdah perkembang pembelian pulsa konter konter kasik bintang biar tambah jossss paket nelfon usahakan operator biar tambah maknyus,-1,0.2529759896519422,-1_jaringan_kuota_sinyal_yg
jujur aplikasinya bagus kartu bagus cuman keluhan buka aplikasi loadingnya lama bener padahal cuman mau liat liat paket data kadang mau beli data nge load lama bener entah servernya bermasalah entah sinyalnya dihp satu sama gitu,-1,0.03659383644979615,-1_jaringan_kuota_sinyal_yg
awalnya heran rating bintang banyak sekali pengguna beberapa bulan ternyata bintang terbukti benar adanya bahkan menggunakan kartu byu berulang kali mencoba instal aplikasinya tibatiba notif memasang aplikasi restart hp pakai wifi pakai data semuanya gagal padahal memori gb mohon segera ditindaklanjuti pihak terkait terima kasih,-1,0.36587110081092644,-1_jaringan_kuota_sinyal_yg
dulu awal awal makek byu kalau kuota habis bukak app beli skrng app mau buka kalau kuotanya udah habis jd cari wifi hotspot dulu kan ribet tetep buka walaupun kuota biar langsung transaksi beli kuota entah mati lampu jaringan ikut hilang bukan lelet bener bener pake ngapa ngapain padahal udah bertahun tahun make byu berharap makin bagus malah makin bad,-1,0.03672143209781018,-1_jaringan_kuota_sinyal_yg
aplikasi gk pengiriman lama bgt setiba udh nyampe gk aktifkan kartunya minta bantuan cs slow respon bgt aktifkan ehhhh masalah jaringannya gk e terus minta bantuan cs sengaja diemin gk balasan,1,1.0,1_kartu_pembayaran_beli_sim
diperingan aplikasinya aplikasi byu sering terkendala susah masuk lama banget loadingnya ntah aplikasinya berat dalemnya banyak fitur ntah padahal spek perangkat sangat worth contoh buka sosmed lancar pas buka apl byu kok malah lemot semoga cepat diperbaiki lebih satset dibutuhkan nindy lebih baik,0,0.5178055422205919,0_aplikasi_game_buka_jaringan
byu gajelas semakin kesini jaringan semakin lelet aplikasi sangat sangat sulit dibuka dah ga cocok buat gue kesabaran setipis tisu dibagi bintang kurang layak diberikan sebenarnya aplikasi makin banyak fitur makin bug,0,0.4513870584081232,0_aplikasi_game_buka_jaringan
parah makin lama makin sering jumping sinyalnya kalo dipake maen game malem jam pagi sering hilang sinyal terus balik menitan klo buat nge game kurang cocok asli kecewa kalo buat sosmed lumbayan lah tadinya kasih bintang maaf ubah soalnya makin sini makin ngawur jaringanya,-1,0.3870116605701118,-1_jaringan_kuota_sinyal_yg
tingkatkan kualitas jaringan bermain game maupun streaming youtube sinyalnya kadang jelas tiba h bahkan e editsekarang malah dibuat hotspot laptop selalu kondisi internet secured terus kecewa byu,0,0.4211904035405776,0_aplikasi_game_buka_jaringan
suka sama provider internetnya lumayan cepat banyak pilihan kuota murah masalah sinyal baik gak tiba hilang kayak doi kalau kuota memang tinggal sedikit kedepannya tambahkan variasi kuota adakan kuota unlimitednya terimakasih,-1,0.10309994309544272,-1_jaringan_kuota_sinyal_yg
aplikasinya sih oke udah make byu lumayan lamaa cuman pas akhir kualitas jaringanx menurun soalnya biasanya main ml aman sekarang jaringan byu tdk stabil kuningijokuningijo dlm waktu cpt hmmm diperbaiki,-1,0.15437841686710027,-1_jaringan_kuota_sinyal_yg
udah lama pake byu suka sebenernya ga ribet banyak pilihan kuota akhir akhir aplikasi lemot kali dibukaaa super leemuuuooottt kadang tempat yg biasanya pake byu ntr batiba signal g jadi e batiba ilang signal segera perbaiki,-1,0.371340937552633,-1_jaringan_kuota_sinyal_yg
sinyal bekasi semakin jelek masa iya buka aplikasi ngelag minta ampun mau nonton youtube ngelag parah padahal segi hp hp yg pake prosesor snapdragon g udah coba tempat tempat hasil sama sinyal jelek berarti emang sinyal byu yg jelek,5,0.2073530920533592,5_youtube_nonton_instagram_topping
bagus tampilannya simple tpi interaktif jdi mudah melakukan transaksi gk kebanyak iklan promo beranda suka sama tampilan yg clean gitu tpi klo saran toppingnya ditambahkan topping netflix dong,4,0.7646053475553707,4_mudah_harga_bagus_murah
jaringan hilang timbul lelet kasi bintang dulu lah biar ubah performa lah benerin pelanggan setia cukup sangat kecewa sama kualitas jaringan sekarang udah turuti semua saran hp lah ganti tipe jaringan lah setting apn lah ganti letak sim card sampe ganti device tetap samma ngga ngaruh jelek banget jelek,-1,0.3218628243333356,-1_jaringan_kuota_sinyal_yg
sinyal fulll lelet bgt apn udh sesuai protes udah tpi cara kasih data ganti sim udh coba semua ga ngaruh tindak lanjut apa dilakukan jaringan ga pernah stabil bahkan internet padahal kuota banyak gimana sih,0,0.25997029326332954,0_aplikasi_game_buka_jaringan
pake byu makin sini makin jelek bukannya berkembang paket makin murah padahal jaringannya sering kali tiba tiba turun mode g memang turn airplane mode tiap hari ditambah hari entar error apa menu pembayaran memakai pulsa aneh,0,0.3603112865712406,0_aplikasi_game_buka_jaringan
kuota tiba tiba hangus habis terus tiba tiba kadang malah bener bener hangus sendiri pengeluaran download otomatis ataupun perbaruan otomatis jadi merasa rugi hari beli kuota mau beli gb besoknya langsung hangus jadi beli gb diperbaiki berikan solusinya dong ditambah nindy live agent mbalesnya lama nindy yg kurang membantu,-1,0.05160930441732592,-1_jaringan_kuota_sinyal_yg
enak banget sih ni ui aplikasinya sampe jarang bug musik jadi aku sering banget bukain aplikasi cuma buat dengerin lagunya oiya mengenai isi konten kalo promonya gb ribu terus tiap hari xixixixi,-1,0.19753297279866316,-1_jaringan_kuota_sinyal_yg
kota surabaya sering blank spot sinyal ilang terus benar membuat susah driver online order dulu awal bagus sekarang jelek berpikir cari alternatif perubahan lebih baik sinyalnya,2,1.0,2_sinyal_sinyalnya_ilang_hilang
gajelas banget awal beli pilih pick sendiri outlet terdekat yg aplikasi e malah ngga barangnya sekalinya udah sim cardnya mau aktivasi bikin emosi anjirr ngga cuman aktivasi doaaaang asliii ngeselin banget,1,0.2974835709548578,1_kartu_pembayaran_beli_sim
akhir jaringan byu naik turun terus padahal jaringan udah g udh coba update udh restart tetep jaringannya gk stabil awal beli semoga kedepannya lebih diperbaiki trims,-1,0.37865924844425614,-1_jaringan_kuota_sinyal_yg
aq ganti bintangnya jadi turun dulu awalnya pertama beli byu nyokap bagus signalnya akhirnya aq bli deh blom bln tp sangat kecewa ud kuota cepet banget habis tp signal hilang mulu g stabil tiba g tiba ilang kalopun simbol g nongol mw akses masak tulisan cek koneksi internet kecewa asli,-1,0.20189640847964344,-1_jaringan_kuota_sinyal_yg
awal sih bagus banget tp knp makin lama makin lemot jam jam malam selalu hilang jaringannya pagi jg gitu udah pernah komplain lewat dm responnya cpt sih cuma jalan keluarnya ga ttap lemot semoga ketemu jalan keluarnya buat pihak byu,-1,0.43755522781897427,-1_jaringan_kuota_sinyal_yg
koneksi sangat jelek mau diruangan tertutup luar ruangan tengah kota area gunung sama jeleknya kalau dipake main game ganti indosat byu kirain bakal lebih bagus koneksinya taunya lebih parah,-1,0.054384216306915374,-1_jaringan_kuota_sinyal_yg
keren banget sih kl soal nonton streaming lancar jaya sangking lancar kok sepertinya kuota abisnya lebih cepat drpd provider streaming lancar malah buka aplikasinya ampun ampunan lemot bgt pake wifi salah pake data salah dibilang salah jaringan padahal aplikasinya erorr dijaman serba cepat byu bagian aplikasi diperbaiki jangan bikin gemas aplikasinya ga kebuka jd males mau isi ulang pulsa kuota kl begini,-1,0.03968205971976218,-1_jaringan_kuota_sinyal_yg
sesuai ekspektasi kalau masalah jaringan pernah kejadian pulsa kesedot rp cabutpasang kartu padahal daftar transaksi gk masalah lah kalo cuma segitu semoga g kejadian kedepannya ditambah buat pilihan kuota data kalau unlimited lah pilihan topping tampilan ui dibuat lebih menarik semoga kedepannya keinginan diwujudkan pihak byu terimakasih,-1,0.25272885719284566,-1_jaringan_kuota_sinyal_yg
kekurangan cuman kekuatan signal ku si daerah ku tepat repaking wonosamudro boyolali jawa tengah padahal deket tower telkom sinyal full g buat yt game gak lancar sering delay mungkin tower bermasalah emang provider minta penjelasan kak terimakasih,-1,0.07534242085716494,-1_jaringan_kuota_sinyal_yg
koneksinya kurang stabil suka naik turun tiap kali mau pake lalu suka ngedrop koneksinya restart koneksinya hpnya perbaikin plis aplikasi bagus banget koneksinya suka stabil kasih star dulu,-1,0.17064897814075333,-1_jaringan_kuota_sinyal_yg
aplikasi lemot gan sdh update aplikasi os setting jaringan sesuai rekomen admin restart mode pesawat sdh berulang tetep lemot diperbaiki aplikasinya yaa gak perlu dm ataupun email screenshot buat apa min perbaiki yaa sinyal g full lemot gimana,-1,0.04875475312963534,-1_jaringan_kuota_sinyal_yg
udah seting tetap lemot simbol sinyal tetap lemot pake nggame lag parah banget sedikit saran bukan wilayah hp yg bermasalah jaringan byu meng anehkan beda jauh produk yg,-1,0.24739360709407704,-1_jaringan_kuota_sinyal_yg
aplikasi bilang gak terlalu berguna terkadang jaringan udh oke malah suruh refresh dulu suruh tunggu gak jelas mending gak usah bikin kek sampah mana pulsa datax mahal kadang tiba terhenti apa coba udh bikin gak nyaman isi pulsa data riber hehe,-1,0.1270064104164407,-1_jaringan_kuota_sinyal_yg
awal pake emang bagus makin kesini banyak lag sering loading pergi pengaturan hp seting sana sini lemot aplikasi knp sering terjadi bug menggunakan katanya terjadi kesalahan ga sat set kaya dulu,-1,0.2054382899465414,-1_jaringan_kuota_sinyal_yg
dulu beli byu jaman jaman awal rilis overall suka sinyalnya bagus murah murah kuotanya entah sekarang sinyalnya tambah low datanya tambah mahal kalo dibandingin sama primary operatornya si byu telkomsel murahan telkomsel kalau harganya naik wajar kuota sepadan gapapa asalkan jaringan ditingkatkan bukan tambah mahal tambah,-1,0.11514376673228527,-1_jaringan_kuota_sinyal_yg
x update tetap tdk menginstal aplikasi byu jd macam kaya gini jaringan sdkit lambat skrg kadang hilang mantan sekarang macam gini lah tingkatkan lg jaringan pelayanan konsumennya jangan bikin konsumen kecewa,-1,0.07266492408375501,-1_jaringan_kuota_sinyal_yg
byu tolonglah kalo pengembangan ato problem sama server ato aplikasinya kasih tau dulu udah tau basisnya aplikasi jadi kalo abis kuota ato apa susah mana makin sini jaringannya makin jelek lagii plis dong jan banyak pengembangan yg dulu utamain optimalisasi jaringan percuma klo banyak pengembangan sinyalnya jelek costumer udah beli berarti percaya sama byu jadi jangan dibuat kecewa,0,0.441096350616304,0_aplikasi_game_buka_jaringan
semingguan lebih jaringan hilanghilang gak nonton buffering padahal kualitas buka fb lama loading foto ngelag banget percuma banyak promo jaringan gak dipake provider luar mau masuk indo bukan instrospeksi malah sengaja ngusir konsumen,-1,0.27794067212756024,-1_jaringan_kuota_sinyal_yg
tahun sy pake kartu byu sy satu kurangnya aplikasi selalu bermasalah kalo mau buka waktunya lama selalu muncul koneksi terputus padahal baru dibuka loh kondisi jaringan aman sebenarnya jadi refresh biar liat sisa paket data yg punya,0,0.443644347768295,0_aplikasi_game_buka_jaringan
beli topping nonton vidio disney selalu berkurang mesti paket data reguler data nonton gak terkuras sama sekali waktu komplain katanya pakai vpn pakai vpn takut kok bilang gitu meresahkan layanan byu,-1,0.13791337394746167,-1_jaringan_kuota_sinyal_yg
jelek banget udah coba bulan sinyal tetep jelek udh coba setting padahal telkomsel bagus terus ga isi pulsa diaplikasi gagal dapet pulsa subsido kampus deh pokoknya yg mau nyoba jangan deh kartu ga,-1,0.07561063835349542,-1_jaringan_kuota_sinyal_yg
paketnya apresiasi udah murah mudah mendaftar dong jaringannya diperkencang daftar paket byu gb main game pas main jaringannya kaya hantu ngilang ngilang idak stabil sering drop dikondisikan diperbaiki byu,0,0.5239836564412547,0_aplikasi_game_buka_jaringan
aplikasi tiap mau dibuka loadingnya sangat lama sekali padahal jaringan stabil pakai wifi stabil aplikasi loading coba buka device loading lama terakhir dibilang jaringan buruk padahal uninstal kemudian instal pas dibuka buka gimana tim byu,-1,0.22544849355921937,-1_jaringan_kuota_sinyal_yg
perbaikin dulu aplikasinya jaringan stabil mau buka aplikasi malah gak jaringan katanya jaringannya jg perlu tingkatkan sering tiba gak jaringan sama sekali kalau udah fix ntar update dah bintangnya,0,0.497361004835305,0_aplikasi_game_buka_jaringan
produk bagus buat aplikasinya biasa dihpku apps notif merah pas dicek ngga notif pesan terbaru kadang loading buka app lama banget ngga tau penyebabnya apa padahal koneksi internet perbaikannya dong pihak byu,0,0.5164604990297036,0_aplikasi_game_buka_jaringan
awal pakai byu suka karna simple banyak pilihan paket hampir setahun pakai akhirakhir sinyal suka sekarang gak stabil jaringanya enak streaming suka buffering buat game suka ngelag padahal tinggal kota jangankan plosok gak tau dah kayak gimana kayaknya mau ganti provider kalo terus kayak gini,-1,0.04674272795887272,-1_jaringan_kuota_sinyal_yg
provider terburuk yg pernah rasain selama kuota banyak sinyal ful eh malah buka aplikasinya sendiri byu malah suruh nunggu mana lama banget malahan kalo pake wifi buka emang aneh ni buat kalian mau pake byu liat lah rate biar kalian tau,-1,0.14421608695002178,-1_jaringan_kuota_sinyal_yg
udah aplikasi terbaruu cuma terkendala terkadang pas log ndak padahal sinyal penuh gitu kalo buka apps lainnya yg pake data kadang bar sinyal penuh gak memuat mohon diperbaiki kualitas jaringan appsnya,-1,0.1842046726583347,-1_jaringan_kuota_sinyal_yg
dulu suka byu karna kouta gampang diatur terus beberapa bulan yanv lalu sinyal mulai gak g malan h terus h gak digunain sama sekali udah dm instagram terus disuruh atur apn mode pesawat cari tempat tetep gak kecewa sih awal gunain enak g terus eh sekarang malah h,2,0.675044109593022,2_sinyal_sinyalnya_ilang_hilang
kak pakai byu nyoba yg mbps alhamdulillah sinyal kecepatan internetnya muantapp sekalii puas perlu pasang wifi dirumah jaringan wifi apapun pertahankan kak jgn paketan unlimited mbps byu hilang provider yg paket unlimitednya ribet true byu mungkin testimoni kepuasan pelanggan baru makasih byu semoga paket awet selamanya,0,0.5306478852533802,0_aplikasi_game_buka_jaringan
penilaian keseluruhan sih oke semoga semakin terus berbenah kualitas sinyal semakin banyak pilihan kuotanya terutama nih unlimited dulu pertama harga promo k dapet sebulan kedua harga mulai naik jadi k,-1,0.3388557598626853,-1_jaringan_kuota_sinyal_yg
sekedar masukan buka aplikasi byu kalo digratiskan kalo kuota abis sangat merepotkan beli paket top masukan untu ngebuka beberapa situs instragram tokopedia kadang ngak haru reboot dulu trrima kasih,-1,0.19240154262800865,-1_jaringan_kuota_sinyal_yg
mulai kecewa nih sama u sinyalnya kecepatannya terus ngaktifin paket kuota topping topping awet kepakek alhasil kuota utama kepakek dahlah kalo gini ganti sama provider balik lama mengecewakan sekali hmm nyesel deh,-1,0.19098084315219688,-1_jaringan_kuota_sinyal_yg
tahun lebih pake byu knp aplikasinya makin update makin sering error mau cek kuota error terus suruh cek jaringan lah apalah padahal jaringan g pas mau beli kuota beli pulsa gitu sering banget kendala error perbaiki masalah aplikasi terima kasih,-1,0.14110695176105356,-1_jaringan_kuota_sinyal_yg
far aplikasi good awal pemakaian provider gaada kendala apa apa mejadikan byu provider utama menggunakan telkomsel sejak mendapatkan paketan harga merakyat sinyal stabil kuat kuota ga dibagi jadi gak perlu nungguin kuota malam internetan sepuasnya hambatan soal harga bilang sih standard gak terlalu mahal murah tata cara pembeliannya sangat enak langsung dipotong pulsa langsung,4,0.21581724668086644,4_mudah_harga_bagus_murah
kak tadi isi pulsa melalui pembayaran link ajasetelah memasukkan pin nomer link awalnya halaman byu menunjukkan proses pembayaran berhasil tiba halaman berubah danmenunjukkan klopembayaran gagal pulsa masuk saldo link hangus gk riwayat bukti pembayaran kak punya riwayat pesan verifikasi yg kedua kalinya hangus kak yg sekarang data transaksi jadi bingung bug,1,0.5259619840849018,1_kartu_pembayaran_beli_sim
terima kasih kak nandy atas kualitas layanan sangat bagus respon cepat tpi kualitas layanan mengalami kendala terbantu sangat cepat hampir tahun menggunakan byu byu playstore semoga kedepan byu semakin lancar jaringannya,-1,0.14717896575660222,-1_jaringan_kuota_sinyal_yg
nyesel pake byu jaringan burik padahal kalau kartu telkomsel biasa sini bagus sering bermasalah tibatiba ga browsing kirim chat wa pending apa kirim poto terus ga connect internet padahal data nyala paket banyak bar sinyal kuat,-1,0.06556089723659105,-1_jaringan_kuota_sinyal_yg
katanya sinyal telkomsel kok tiba tiba hilang mana munculnya lama trus officernya ngasih solusi yg gak sama sekali yg suka game online jangan pakek deh disconnect ditengah game kan gak seru kasih bintang dulu klo udah bagus baikin,-1,0.05895825078020752,-1_jaringan_kuota_sinyal_yg
menggunakan byu selama tahun selalu jadi permasalahannya memilih pakai kuota mana menggunakan paket data berbeda pakai data unlimited mbps keceptan selalu dibawah kbps mohon ditingkatkan,3,0.7076404563834606,3_mbps_unlimited_fup_kbps
dung dong byu aplikasinya jgn suka lemot padahal data dipake ig youtube giliran buka app byu malah katanya konekni buruk loading mulu udah nyoba pake wifi tetep gitu perbaikin appnya dong aduhhh bingung mau ngisi pulsa gmn kl gabisa kebuka app pake manual gabisa,-1,0.04130367278403093,-1_jaringan_kuota_sinyal_yg
makin kesini makin gini stiap mau buka aplikasi byu selalu tiba keluar udah masuk malah suruh log udah log mau paketin data loading lama akhirnya tetep sekalinya malah sinyal hmmm malah udah update terus trus udah ikutin saran byu tetep kejadiannya berulang terus padahal awalnya gini udah pake lama malah kaya gini kirain bakal bagus terus hmmm semoga bener perbaiki yaa kedepannya,-1,0.13287256987519613,-1_jaringan_kuota_sinyal_yg
sekarang aplikasinya sangat berat pembelian pulsa arah pembayaran pilih token pulsa sangat lama loadingnya banyak memakan waktu close terus aplikasinya kira butuh pembaharuan cek play store pembaharuan perbaiki yah nindy pengguna hampir tahun baru aplikasinya lama sekali buka,-1,0.19627486267802233,-1_jaringan_kuota_sinyal_yg
pengalaman memakai selluler sungguh mengecewakan klaim kartu sim rusak gratis diantar depan rumah cs ramah tamah pilihan kuota transparan bervarian metode pembayaran include berbagai macam metode mantap byu,-1,0.22924299726391498,-1_jaringan_kuota_sinyal_yg
